agegroup,Date,Sex,Active_Cases,Active_numbers,Active_Numbers_Female,Active_Numbers_Male,Cases,Cases_Female,Cases_Male,Daily_Recovered,Number of Records,Zero
10-19,20/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/08/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/09/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/10/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/11/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/12/2020,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/01/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/02/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/03/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/04/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/05/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/06/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/07/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,4/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,5/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,6/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,7/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,8/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,9/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,10/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,11/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,12/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,13/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,14/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,15/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,16/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,17/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,18/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,19/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,20/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,21/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,22/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,23/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,24/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,25/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,26/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,27/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,31/08/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/09/2021,Other,1,1,0,0,1,0,0,,1,0
10-19,4/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,5/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,6/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,7/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,8/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,9/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,10/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,11/09/2021,Other,2,2,0,0,1,0,0,,1,0
10-19,12/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,13/09/2021,Other,3,3,0,0,1,0,0,,1,0
10-19,14/09/2021,Other,3,3,0,0,,0,0,,1,0
10-19,15/09/2021,Other,2,2,0,0,,0,0,1,1,0
10-19,16/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,17/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,18/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,19/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,20/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,21/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,22/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,23/09/2021,Other,2,2,0,0,,0,0,,1,0
10-19,24/09/2021,Other,1,1,0,0,,0,0,1,1,0
10-19,25/09/2021,Other,1,1,0,0,,0,0,,1,0
10-19,26/09/2021,Other,,0,0,0,,0,0,1,1,0
10-19,27/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,28/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,29/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,30/09/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,1/10/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,2/10/2021,Other,0,0,0,0,0,0,0,0,1,0
10-19,3/10/2021,Other,1,1,0,0,1,0,0,,1,0
